ID,Maker,Genmodel,Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date,value
45,Citroen,C4,18_12,2018,2,Silver,2013,Hatchback,47000,1.6L,Manual,Diesel,5581,5,5,Steering Wheel Shaking,0,25,2018-02-25,2,45.581,2,2018-02-25,5302.647778
25709,Citroen,C2,18_7,2018,7,Red,2005,Hatchback,99000,1.6L,Manual,Petrol,1295,4,3,Alternator Failing,0,9,2018-07-09,2,105.9,4,2018-07-10,1229.489567
42745,Citroen,C3 Aircross,18_9,2021,5,Red,2019,SUV,11713,1.2L,Automatic,Petrol,14775,5,5,Gear Box Issue,0,19,2021-05-19,2,227.75,4,2021-05-20,14041.09152
20422,Ford,Focus,29_14,2018,5,Gelb,2017,Hatchback,6924,1.0L,Automatic,Petrol,12799,5,5,Excessive Emissions,0,20,2018-05-20,1,31.5191,1,2018-05-20,12162.42066
24860,Ford,Fiesta,29_13,2018,4,Black,2005,Hatchback,111492,1.4L,Manual,Petrol,975,5,3,Tyre Alignment,0,15,2018-04-15,1,10.0975,0.5,2018-04-15,929.2653225
13718,Ford,Focus,29_14,2018,1,Gelb,2017,Hatchback,11530,2.0L,Manual,Petrol,20900,5,5,Windscreen Crack,0,25,2018-01-25,1,32.54,1,2018-01-25,19848.10924
28634,Ford,Mustang,29_28,2018,7,Red,2018,Convertible,500,2.3L,Automatic,Petrol,37250,4,3,Windscreen Crack,0,10,2018-07-10,1,42.35,1,2018-07-10,35390.27566
21568,Ford,Fiesta,29_13,2018,5,Black,2015,Hatchback,41128,1.25L,Manual,Petrol,6980,5,5,Alternator Failing,0,9,2018-05-09,1,179.6,2,2018-05-09,6632.236945
49722,Ford,S-Max,29_31,2018,7,Brown,2012,MPV,78701,1.6L,Manual,Diesel,9190,7,5,Transmission Issue,2,1,2018-07-01,1,124.33,3,2018-07-01,8735.421423
35848,Ford,B-Max,29_1,2018,7,Black,2017,MPV,10678,1.6L,Automatic,Petrol,12450,5,5,Sensor Malfunction,0,3,2018-07-03,1,682.5,3,2018-07-03,11823.4418
18809,Ford,S-Max,29_31,2018,2,Blue,2014,MPV,41868,2.2L,Manual,Diesel,13490,7,5,Sensor Malfunction,0,8,2018-02-08,1,734.5,3,2018-02-08,12812.25905
9593,Ford,Mondeo,29_27,2017,11,Black,2012,Hatchback,126023,2.0L,Automatic,Diesel,4750,5,5,Starter Motor Issue,0,21,2017-11-21,1,-107.5,3,2017-11-21,4512.772453
48895,Citroen,DS3,21_1,2018,7,Black,2014,Hatchback,42860,1.6L,Manual,Diesel,6390,5,3,Transmission Issue,1,28,2018-07-28,2,706.9468378,8,2018-07-30,6081.011552
47730,Ford,Grand C-Max,29_20,2018,3,Black,2013,MPV,76000,2.0L,Automatic,Diesel,7000,7,5,Alternator Failing,0,22,2018-03-22,1,719.6792907,2,2018-03-22,6644.889108
35865,Citroen,C4 Picasso,18_14,2018,4,Blue,2007,MPV,52610,2.0L,Automatic,Diesel,3895,5,5,Warning Light,0,1,2018-04-01,2,398.95,18,2018-04-05,3693.949569
34574,Chevrolet,Lacetti,16_11,2018,2,Silver,2009,Estate,74000,1.8L,Automatic,Petrol,1695,5,5,Electrical Issue,2,20,2018-02-20,1,50.71744388,48.66292506,2018-03-04,1616.380456
47215,Ford,Focus,29_14,2018,7,Gelb,2012,Estate,33012,1.0L,Manual,Petrol,7500,5,5,Alternator Failing,0,15,2018-07-15,1,190,2,2018-07-15,7128.644568
23684,Fiat,Grande Punto,28_15,2018,8,Red,2006,Hatchback,55300,1.4L,Manual,Petrol,1500,5,3,Transmission Issue,2,11,2018-08-11,1,70.5,3,2018-08-11,1418.79007
44553,Ford,C-Max,29_2,2018,8,Red,2017,MPV,4451,1.0L,Manual,Petrol,13500,5,5,Gear Box Issue,0,17,2018-08-17,1,175,2,2018-08-17,12825.18576
113,Citroen,C1,18_6,2018,4,Red,2008,Hatchback,41000,1.0L,Manual,Petrol,1950,4,3,Tyre Alignment,0,26,2018-04-26,2,107.4576458,79.08265105,2018-05-15,1855.936876
50025,Dacia,Duster,22_1,2018,5,Black,2016,SUV,14111,1.5L,Manual,Diesel,10065,5,5,Transmission Issue,3,21,2018-05-21,1,250.585,8,2018-05-23,9555.252054
24913,Dodge,Nitro,26_6,2018,4,Silver,2008,SUV,103000,2.8L,Manual,Diesel,3999,5,5,Warning Light,0,13,2018-04-13,4,759.99,36,2018-04-22,3789.847542
26369,Ford,S-Max,29_31,2018,8,Grey,2007,MPV,114000,2.5L,Manual,Petrol,3250,7,5,Alternator Failing,0,4,2018-08-04,1,-105,2,2018-08-04,3075.432423
26392,Ford,Ka,29_23,2018,4,White,2015,Hatchback,14200,1.2L,Manual,Petrol,5450,4,3,Flat Tyres,0,4,2018-04-04,1,21.635,1,2018-04-04,5176.461806
38539,Ford,B-Max,29_1,2018,7,Black,2016,MPV,19000,1.4L,Manual,Petrol,8750,5,5,Sensor Malfunction,0,8,2018-07-08,1,497.5,3,2018-07-08,8320.46266
9793,Ford,Mondeo,29_27,2018,5,Gelb,2017,Estate,6001,2.0L,Manual,Diesel,18999,5,5,Brake Pads Worn,0,28,2018-05-28,1,49.4995,2,2018-05-28,18058.75591
8322,Ford,Fiesta,29_13,2018,7,Black,2008,Hatchback,104000,1.4L,Manual,Petrol,1275,5,3,Gear Box Issue,0,21,2018-07-21,1,52.75,2,2018-07-21,1214.214586
7568,Bentley,Continental,10_5,2017,8,Silver,2004,Coupe,68000,6.0L,Automatic,Petrol,22995,4,2,Flat Tyres,0,9,2017-08-09,3,-66.8985,3,2017-08-09,21843.54531
855,Honda,Jazz,34_11,2018,6,Silver,2017,Hatchback,10000,1.3L,Manual,Petrol,11350,5,5,Sensor Malfunction,0,11,2018-06-11,1,2463.821226,2261.153963,2018-07-06,10773.63896
34322,Ford,Ranger,29_30,2018,4,Black,2011,Pickup,51000,2.5L,Manual,Diesel,12695,4,4,Electrical Issue,5,10,2018-04-10,1,-72.695,3,2018-04-10,12057.59214
20099,Ford,S-Max,29_31,2018,6,Silver,2010,MPV,71700,2.0L,Automatic,Diesel,7250,7,5,Starter Motor Issue,0,6,2018-06-06,1,132.5,3,2018-06-06,6885.241634
6502,Ford,S-Max,29_31,2018,5,Black,2018,MPV,4000,2.0L,Automatic,Diesel,28998,7,5,Starter Motor Issue,0,17,2018-05-17,1,349.98,3,2018-05-17,27540.13983
49423,Ford,Ranger,29_30,2018,1,Black,2009,Pickup,78000,2.5L,Manual,Diesel,8150,4,4,Gear Box Issue,0,28,2018-01-28,1,485.9493049,2,2018-01-28,7745.225652
33061,Citroen,Saxo,18_26,2018,1,Blue,2001,Hatchback,26800,1.4L,Automatic,Petrol,1495,5,5,Engine Issue,3,27,2018-01-27,2,2123.902013,2343.432834,2018-02-11,1419.614168
6974,Ford,Fiesta,29_13,2018,8,Green,2013,Hatchback,70000,1.6L,Manual,Petrol,8795,5,3,Gear Box Issue,0,17,2018-08-17,1,127.95,2,2018-08-17,8351.479426
16612,Chevrolet,Spark,16_14,2018,4,Silver,2013,Hatchback,50884,1.2L,Manual,Petrol,3700,5,5,Flat Tyres,0,11,2018-04-11,1,21.11,1,2018-04-11,3508.931497
40719,Ford,Fiesta,29_13,2018,3,Bronze,2014,Hatchback,9558,1.0L,Automatic,Petrol,10640,11,0,Steering Wheel Shaking,0,5,2018-03-05,1,30.64,1,2018-03-05,10105.21325
1720,Citroen,Grand C4 Picasso,18_24,2018,7,Red,2017,Estate,5461,1.6L,Manual,Diesel,14610,7,5,Flat Tyres,0,11,2018-07-11,2,44.383,2,2018-07-11,13875.62837
50894,Dacia,Sandero Stepway,22_4,2018,7,Silver,2014,Hatchback,92876,1.5L,Manual,Diesel,4495,5,5,Radiator Leaking,0,8,2018-07-08,1,418.7606302,413.0306574,2018-07-21,4258.582522
52919,Citroen,C4 Cactus,18_13,2018,3,Grey,2017,Hatchback,16695,1.2L,Manual,Petrol,9675,5,5,Tyre Alignment,0,14,2018-03-14,2,20.9675,1,2018-03-14,9190.643218
47014,Ford,Ka,29_23,2018,3,Black,2017,Hatchback,16736,1.2L,Manual,Petrol,6390,4,0,Gear Box Issue,0,2,2018-03-02,1,103.9,2,2018-03-02,6071.861816
34209,Ford,Fiesta,29_13,2018,8,Silver,2004,Hatchback,110000,1.25L,Manual,Petrol,795,5,3,Flat Tyres,0,21,2018-08-21,1,20.2385,1,2018-08-21,754.0925904
7608,Citroen,DS3,21_1,2018,8,Red,2010,Hatchback,61100,1.6L,Manual,Petrol,4981,5,3,Electrical Issue,3,15,2018-08-15,2,64.905,2,2018-08-15,4728.973635
60,Ford,Fiesta,29_13,2018,5,Brown,2017,Hatchback,17508,1.0L,Manual,Petrol,9750,5,5,Radiator Leaking,0,6,2018-05-06,1,235,2,2018-05-06,9260.927082
44472,Ford,Galaxy,29_19,2018,5,Silver,2014,MPV,39750,1.6L,Manual,Diesel,11799,7,5,Radiator Leaking,0,10,2018-05-10,1,865.5665129,2,2018-05-10,11211.38465
52927,Ford,Ka+,29_24,2018,7,Blue,2018,Hatchback,2000,1.2L,Manual,Petrol,8790,5,5,Sensor Malfunction,0,6,2018-07-06,1,499.5,3,2018-07-06,8345.810541
17704,Fiat,500,28_2,2018,6,Black,2012,Hatchback,37000,1.2L,Manual,Petrol,4790,4,3,Starter Motor Issue,0,1,2018-06-01,1,107.9,3,2018-06-01,4555.63845
15678,Ford,B-Max,29_1,2018,4,Gelb,2013,MPV,41096,1.6L,Manual,Diesel,6995,5,5,Electrical Issue,5,16,2018-04-16,1,66.995,3,2018-04-16,6643.765868
22449,Citroen,C3,18_8,2021,5,Black,2019,Hatchback,4493,1.2L,Manual,Petrol,9999,5,5,Flat Tyres,0,6,2021-05-06,2,42.9997,2,2021-05-06,9502.024208
21331,Ford,Kuga,29_25,2018,5,Green,2014,SUV,11444,2.0L,Manual,Diesel,11498,5,5,Tyre Alignment,0,25,2018-05-25,1,11.1498,0.5,2018-05-25,10915.82307
34821,Fiat,Punto,28_19,2018,5,Grey,2002,Hatchback,72000,1.2L,Manual,Petrol,500,5,3,Windscreen Crack,0,13,2018-05-13,1,20.3,1,2018-05-13,470.2167675
36221,Ford,Fiesta,29_13,2018,4,Red,2013,Hatchback,34000,1.25L,Manual,Petrol,5150,5,3,Starter Motor Issue,0,28,2018-04-28,1,111.5,3,2018-04-28,4887.642996
28023,Ford,Fiesta,29_13,2018,3,Grey,2015,Hatchback,23548,1.0L,Manual,Petrol,9499,5,5,Radiator Leaking,0,10,2018-03-10,1,229.98,2,2018-03-10,9028.197639
17100,Citroen,C5,18_15,2018,4,Grey,2007,Hatchback,108000,2.0L,Manual,Diesel,1795,5,5,Gear Box Issue,0,14,2018-04-14,2,97.95,4,2018-04-15,1699.883408
36986,Honda,CR-V,34_3,2018,7,Blue,2007,SUV,34000,2.0L,Automatic,Petrol,9790,5,5,Steering Wheel Shaking,0,3,2018-07-03,1,29.79,1,2018-07-03,9302.751155
48581,Ford,Mondeo,29_27,2018,4,Gelb,2016,Estate,21097,2.0L,Automatic,Diesel,21000,5,5,Warning Light,0,3,2018-04-03,1,390,9,2018-04-05,19949.30029
49842,Bentley,Continental,10_5,2017,8,Grey,2014,Coupe,13000,6.0L,Automatic,Petrol,76000,4,2,Brake Pads Worn,0,22,2017-08-22,3,158,6,2017-08-23,72205.79941
37681,Citroen,C3 Picasso,18_10,2018,4,Grey,2009,MPV,47000,1.6L,Manual,Diesel,3980,5,5,Sensor Malfunction,0,13,2018-04-13,2,1751.808393,6,2018-04-14,3771.387762
16039,Citroen,DS3,21_1,2018,5,Yellow,2010,Hatchback,45911,1.6L,Manual,Diesel,4800,5,3,Transmission Issue,3,11,2018-05-11,2,363.2,16,2018-05-15,4554.741685
13433,Ford,Focus CC,29_16,2017,11,Blue,2007,Convertible,96000,2.0L,Manual,Diesel,2495,4,2,Transmission Issue,3,5,2017-11-05,1,182.455,8,2017-11-07,2374.877446
19269,Citroen,C4,18_12,2018,4,Black,2016,Hatchback,29785,1.6L,Manual,Diesel,8995,5,5,Radiator Leaking,0,20,2018-04-20,2,259.9,4,2018-04-21,8550.112753
40692,Ford,B-Max,29_1,2018,5,Gelb,2015,MPV,3204,1.6L,Automatic,Petrol,7595,5,5,Engine Issue,1,8,2018-05-08,1,1679,8,2018-05-10,7212.413814
45938,Ford,EcoSport,29_4,2018,8,Red,2015,SUV,19900,1.5L,Manual,Diesel,9000,5,5,Radiator Leaking,0,28,2018-08-28,1,1157.099385,2,2018-08-28,8547.104493
21701,DS,3,21_1,2017,9,White,2017,Hatchback,10,1.6L,Manual,Diesel,13661,5,3,Radiator Leaking,0,17,2017-09-17,2,353.22,4,2017-09-18,12976.67222
14145,Fiat,500C,28_3,2018,5,Yellow,2013,Convertible,59805,1.2L,Automatic,Petrol,6491,4,2,Tyre Alignment,0,17,2018-05-17,1,10.6491,0.5,2018-05-17,6164.045638
27490,Citroen,DS5,21_5,2018,8,Purple,2014,Hatchback,75000,2.0L,Manual,Diesel,8490,5,5,Windscreen Crack,0,16,2018-08-16,2,45.094,2,2018-08-16,8067.317573
25975,Honda,S2000,34_16,2018,4,Silver,2003,Convertible,66000,2.0L,Manual,Petrol,7600,2,2,Starter Motor Issue,0,10,2018-04-10,1,136,3,2018-04-10,7223.567787
7109,Ford,S-Max,29_31,2018,4,Silver,2011,MPV,66000,2.2L,Manual,Diesel,12995,7,5,Warning Light,0,21,2018-04-21,1,309.95,9,2018-04-23,12347.02982
39617,Fiat,Bravo,28_10,2018,7,Blue,2007,Hatchback,68000,1.4L,Manual,Petrol,1795,5,5,Steering Wheel Shaking,0,3,2018-07-03,1,21.795,1,2018-07-03,1711.42071
2795,Ford,Focus,29_14,2018,8,Blue,2009,Hatchback,35075,1.6L,Manual,Petrol,4633,5,5,Brake Pads Worn,0,6,2018-08-06,1,42.3165,2,2018-08-06,4400.147435
43820,Ford,Edge,29_5,2018,8,Blue,2017,SUV,1207,2.0L,Automatic,Diesel,28299,5,5,Brake Pads Worn,0,21,2018-08-21,1,54.1495,2,2018-08-21,26884.36798
27173,Fiat,Punto,28_19,2018,4,White,2016,Hatchback,13600,1.2L,Manual,Petrol,7350,5,5,Steering Wheel Shaking,0,19,2018-04-19,1,27.35,1,2018-04-19,6983.843577
38995,Ford,S-Max,29_31,2018,4,White,2017,MPV,11835,2.0L,Manual,Diesel,19160,7,5,Electrical Issue,3,14,2018-04-14,1,115.8,1,2018-04-14,18202.18824
638,Fiat,500L,28_4,2018,7,Black,2013,MPV,55128,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,6399,5,5,Steering Wheel Shaking,0,14,2018-07-14,1,26.399,1,2018-07-14,6076.219367
19632,Honda,FR-V,34_7,2018,4,Gelb,2007,MPV,148000,2.2L,Manual,Diesel,1990,6,5,Radiator Leaking,0,8,2018-04-08,1,-79.8,2,2018-04-08,1890.424829
29431,DS,3,21_1,2018,4,Purple,2015,Hatchback,33849,1.2L,Manual,Petrol,7899,5,3,Tyre Alignment,0,3,2018-04-03,2,20.7899,1,2018-04-03,7501.417882
8372,DS,3,21_1,2018,4,Purple,2015,Hatchback,41950,1.2L,Manual,Petrol,7998,5,3,Starter Motor Issue,0,9,2018-04-09,2,199.98,6,2018-04-10,7606.262597
28929,Bentley,Mulsanne,10_7,2017,7,Black,2016,Saloon,3000,6.75L,Automatic,Petrol,114000,5,4,Electrical Issue,2,28,2017-07-28,3,-1309.921677,997.2289851,2017-08-06,108306.8639
7461,Citroen,Grand C4 Picasso,18_24,2018,3,White,2013,MPV,37198,1.6L,Manual,Diesel,8290,7,5,Sensor Malfunction,0,13,2018-03-13,2,534.5,6,2018-03-14,7888.151199
38742,Fiat,500,28_2,2018,7,White,2009,Hatchback,89000,1.2L,Manual,Petrol,2650,4,3,Brake Pads Worn,0,14,2018-07-14,1,41.325,2,2018-07-14,2518.601534
46194,Citroen,C3,18_8,2018,7,White,2016,Hatchback,25546,1.0L,Manual,Petrol,6650,5,5,Excessive Emissions,0,24,2018-07-24,2,-45.985,2,2018-07-24,6321.771883
36819,Ford,B-Max,29_1,2018,5,Bronze,2016,MPV,8421,1.6L,Automatic,Petrol,10500,5,5,Warning Light,0,11,2018-05-11,1,285,9,2018-05-13,9981.537919
31414,Ford,Fiesta,29_13,2018,4,Brown,2013,Hatchback,76400,1.6L,Manual,Diesel,6000,5,5,Gear Box Issue,0,6,2018-04-06,1,444.555151,2,2018-04-06,5695.964593
29411,Ford,Kuga,29_25,2018,5,White,2015,SUV,23960,2.0L,Manual,Diesel,12799,5,5,Gear Box Issue,0,17,2018-05-17,1,167.99,2,2018-05-17,12159.24261
45079,Citroen,Berlingo,18_2,2018,5,White,2008,Wood,113000,1.6L,Manual,Diesel,1620,2,0,Flat Tyres,0,14,2018-05-14,2,40.486,2,2018-05-14,1534.38129
43752,Citroen,DS5,21_5,2018,3,Silver,2013,Hatchback,33426,2.0L,Manual,Diesel,9792,5,5,Warning Light,0,5,2018-03-05,2,457.92,18,2018-03-09,9305.694925
10040,Honda,CR-V,34_3,2018,8,Black,2010,SUV,83500,2.2L,Manual,Diesel,5900,5,5,Gear Box Issue,0,28,2018-08-28,1,-99,2,2018-08-28,5602.893525
3402,Fiat,500X,28_5,2018,5,Blue,2015,SUV,24665,1.6L,Manual,Diesel,9498,5,5,Radiator Leaking,0,25,2018-05-25,1,229.96,2,2018-05-25,9027.22127
43664,Ford,C-Max,29_2,2018,4,Blue,2008,MPV,88219,1.6L,Manual,Petrol,2498,5,5,Steering Wheel Shaking,0,26,2018-04-26,1,22.498,1,2018-04-26,2371.555861
23211,Ferrari,488,27_7,2018,5,Black,2017,Convertible,1800,3.9L,Automatic,Petrol,299900,2,2,Excessive Emissions,0,17,2018-05-17,3,329.91,3,2018-05-17,284909.3251
28977,Honda,Jazz,34_11,2018,5,White,2015,Hatchback,5800,1.3L,Manual,Petrol,5995,5,5,Flat Tyres,0,15,2018-05-15,1,21.7985,1,2018-05-15,5690.583028
16710,Ford,Ranger,29_30,2018,8,Silver,2007,Pickup,121000,2.5L,Manual,Diesel,5495,4,4,Flat Tyres,0,25,2018-08-25,1,21.6485,1,2018-08-25,5222.107478
51134,Ford,Edge,29_5,2018,7,White,2016,SUV,14900,2.0L,Automatic,Diesel,26790,5,5,Alternator Failing,0,27,2018-07-27,1,575.8,2,2018-07-27,25457.97734
16472,Citroen,DS3,21_1,2018,4,White,2011,Hatchback,62112,1.6L,Manual,Diesel,4250,4,3,Electrical Issue,3,26,2018-04-26,2,61.25,2,2018-04-26,4041.508428
53219,Ford,Focus,29_14,2017,8,Gelb,2006,Hatchback,122000,1.8L,Manual,Diesel,1375,5,5,Flat Tyres,0,11,2017-08-11,1,98.07123499,79.96448525,2017-08-30,1305.735594
36411,Fiat,Seicento,28_24,2018,5,Red,2003,Hatchback,45000,1.1L,Manual,Petrol,895,5,3,Sensor Malfunction,0,26,2018-05-26,1,104.75,3,2018-05-26,844.9798907
42279,Honda,Jazz,34_11,2018,6,White,2017,Hatchback,4731,1.3L,Manual,Petrol,11850,5,5,Tyre Alignment,0,4,2018-06-04,1,11.185,0.5,2018-06-04,11256.83811
16773,Ford,Focus,29_14,2018,4,Gelb,2010,Hatchback,26122,2.5L,Manual,Petrol,11995,5,3,Starter Motor Issue,0,6,2018-04-06,1,-179.95,3,2018-04-06,11389.90062
10484,Citroen,DS3,21_1,2018,7,Black,2012,Hatchback,45000,1.6L,Manual,Diesel,5500,4,3,Electrical Issue,2,14,2018-07-14,2,120.2966427,1,2018-07-14,5225.565237
4510,Ford,Fiesta,29_13,2018,8,Red,2015,Hatchback,12285,1.0L,Manual,Petrol,7850,5,5,Windscreen Crack,0,10,2018-08-10,1,24.71,1,2018-08-10,7466.290074
26075,Ford,Ka,29_23,2018,4,White,2012,Hatchback,68000,1.2L,Manual,Petrol,3995,4,3,Gear Box Issue,0,27,2018-04-27,1,79.95,2,2018-04-27,3797.994885
45954,Ford,Mondeo,29_27,2018,7,Black,2010,Hatchback,66000,2.0L,Manual,Diesel,4695,5,5,Sensor Malfunction,0,23,2018-07-23,1,294.75,3,2018-07-23,4459.865778
52567,Ford,Focus,29_14,2018,5,Gelb,2013,Hatchback,53350,2.0L,Manual,Petrol,11480,5,5,Tyre Alignment,0,1,2018-05-01,1,11.148,0.5,2018-05-01,10908.87399
33254,Citroen,DS4,21_3,2018,8,Blue,2012,Hatchback,53000,1.6L,Manual,Diesel,6000,5,5,Alternator Failing,0,1,2018-08-01,2,-200,4,2018-08-02,5696.309082
10879,Ford,Fiesta,29_13,2018,8,White,2016,Hatchback,21383,1.0L,Automatic,Petrol,9000,5,5,Sensor Malfunction,0,11,2018-08-11,1,510,3,2018-08-11,8555.947916
39110,Fiat,Punto Evo,28_20,2018,3,White,2012,Hatchback,49000,1.2L,Manual,Petrol,3799,4,5,Transmission Issue,2,13,2018-03-13,1,516.2123005,3,2018-03-13,3605.473926
20492,Ford,Ranger,29_30,2018,7,Green,2004,Pickup,170000,2.5L,Manual,Diesel,1950,4,4,Transmission Issue,3,25,2018-07-25,1,177.55,8,2018-07-27,1851.13453
17434,Citroen,C3,18_8,2018,7,Bronze,2013,Hatchback,42976,1.2L,Manual,Petrol,5300,5,5,Excessive Emissions,0,17,2018-07-17,2,44.77,2,2018-07-17,5041.304512
44356,Ford,Mondeo,29_27,2018,6,Black,2011,Hatchback,104000,2.0L,Manual,Diesel,4290,5,5,Electrical Issue,2,22,2018-06-22,1,18.58,0.5,2018-06-22,4080.280355
44318,Ford,Focus,29_14,2018,4,Gelb,2011,Hatchback,69850,1.6L,Manual,Petrol,6195,5,5,Excessive Emissions,0,3,2018-04-03,1,25.5755,1,2018-04-03,5878.720789
5329,Ford,C-Max,29_2,2018,3,Black,2016,MPV,14945,1.5L,Manual,Diesel,12000,5,5,Brake Pads Worn,0,1,2018-03-01,1,46,2,2018-03-01,11415.55238
3563,Abarth,595,2_4,2018,8,White,2017,Hatchback,1000,1.4L,Manual,Petrol,14990,2,3,Transmission Issue,3,25,2018-08-25,2,454.91,16,2018-08-29,14241.95615
51562,Ford,Mondeo,29_27,2018,2,Gelb,2016,Hatchback,35089,2.0L,Automatic,Diesel,14190,5,5,Transmission Issue,2,15,2018-02-15,1,521.4782482,3,2018-02-15,13481.19113
29699,Ford,Focus,29_14,2018,7,Black,2008,Hatchback,174202,1.8L,Manual,still_Diesel_but_you_found_an_easteregg,995,5,5,Radiator Leaking,0,12,2018-07-12,1,59.9,2,2018-07-12,948.9856113
27163,Ford,Fusion,29_18,2018,5,Grey,2011,Hatchback,70000,1.6L,Manual,Diesel,3695,5,5,Gear Box Issue,0,28,2018-05-28,1,76.95,2,2018-05-28,3508.13174
40520,Citroen,C2,18_7,2018,3,Blue,2007,Hatchback,92000,1.4L,Manual,Petrol,1395,4,3,Sensor Malfunction,0,16,2018-03-16,2,893.6902941,6,2018-03-17,1316.269453
39482,Citroen,SpaceTourer,18_27,2018,2,Black,2017,MPV,19900,1.6L,Manual,Diesel,22995,5,5,Alternator Failing,0,18,2018-02-18,2,3096.069309,4,2018-02-19,21841.36106
4783,Ford,C-Max,29_2,2018,4,Black,2011,MPV,58000,1.6L,Manual,Petrol,5150,5,5,Steering Wheel Shaking,0,27,2018-04-27,1,25.15,1,2018-04-27,4888.206278
49843,Ford,Focus C-Max,29_15,2018,8,Silver,2004,MPV,81000,1.8L,Manual,Petrol,995,5,5,Radiator Leaking,0,5,2018-08-05,1,59.9,2,2018-08-05,938.9795891
7968,Citroen,Grand C4 Picasso,18_24,2018,5,Red,2012,MPV,10367,1.6L,Automatic,Diesel,9498,7,5,Tyre Alignment,0,28,2018-05-28,2,20.9498,1,2018-05-28,9031.734651
51369,Ford,Mondeo,29_27,2018,3,Red,2017,Estate,13000,2.0L,Automatic,Diesel,19299,5,5,Excessive Emissions,0,23,2018-03-23,1,37.3691,1,2018-03-23,18328.18041
27807,DS,3,21_1,2018,3,Silver,2016,Hatchback,15054,1.6L,Manual,Diesel,9595,5,3,Excessive Emissions,0,9,2018-03-09,2,-48.6355,2,2018-03-09,9110.286048
41034,Fiat,Doblo,28_12,2018,5,Grey,2011,Estate,34000,2.0L,Manual,Diesel,7995,7,5,Brake Pads Worn,0,18,2018-05-18,1,43.9975,2,2018-05-18,7603.976775
13289,Fiat,500L,28_4,2018,7,Red,2013,MPV,47810,1.6L,Manual,Diesel,6655,5,5,Windscreen Crack,0,25,2018-07-25,1,23.993,1,2018-07-25,6321.587355
29468,Ford,Edge,29_5,2018,4,White,2018,SUV,13,2.0L,Automatic,Diesel,31979,5,5,Starter Motor Issue,0,1,2018-04-01,1,379.79,3,2018-04-01,30380.73746
34433,Citroen,C4 Cactus,18_13,2018,4,Gelb,2018,Hatchback,10,1.6L,Automatic,Diesel,13495,5,5,Excessive Emissions,0,4,2018-04-04,2,52.1455,2,2018-04-04,12819.89089
49022,Fiat,500,28_2,2021,2,White,2019,Hatchback,18158,1.2L,Manual,Petrol,7900,4,3,Transmission Issue,1,5,2021-02-05,1,103.7,4,2021-02-06,7505.279831
17933,Citroen,DS3,21_1,2018,4,Blue,2013,Hatchback,34500,1.6L,Automatic,Petrol,5995,4,3,Gear Box Issue,0,21,2018-04-21,2,139.95,4,2018-04-22,5694.341626
23147,Ford,Mondeo,29_27,2018,3,Silver,2016,Hatchback,15807,1.5L,Manual,Diesel,15400,5,5,Steering Wheel Shaking,0,6,2018-03-06,1,35.4,1,2018-03-06,14625.59954
26503,Citroen,DS3 Cabrio,21_1,2018,8,White,2014,Convertible,47561,1.6L,Manual,Diesel,6380,5,2,Warning Light,0,13,2018-08-13,2,423.8,18,2018-08-17,6058.391013
6045,Fiat,500,28_2,2018,8,White,2008,Hatchback,84000,1.2L,Manual,Petrol,2995,4,3,Radiator Leaking,0,14,2018-08-14,1,99.9,2,2018-08-14,2844.030266
53554,Ford,Streetka,29_32,2018,5,Grey,2004,Convertible,85000,1.6L,Manual,Petrol,895,2,2,Tyre Alignment,0,9,2018-05-09,1,10.0895,0.5,2018-05-09,855.6162106
49383,Ford,Focus,29_14,2018,5,Gelb,2015,Hatchback,33000,2.0L,Manual,Diesel,14450,5,5,Warning Light,0,13,2018-05-13,1,324.5,9,2018-05-15,13726.70506
45113,Ford,C-Max,29_2,2018,3,Red,2008,MPV,119814,1.8L,Manual,Diesel,2099,5,5,Steering Wheel Shaking,0,23,2018-03-23,1,-22.099,1,2018-03-23,1995.660349
34281,Ford,Ka,29_23,2018,8,Blue,2008,Hatchback,58870,1.3L,Manual,Petrol,1000,5,3,Brake Pads Worn,0,28,2018-08-28,1,40.5,2,2018-08-28,950.1965964
12946,Dacia,Duster,22_1,2018,8,White,2014,SUV,41861,1.5L,Manual,Diesel,6300,5,5,Windscreen Crack,0,22,2018-08-22,1,23.78,1,2018-08-22,5978.228466
12568,Ford,B-Max,29_1,2018,7,Grey,2017,MPV,5151,1.6L,Automatic,Petrol,11511,5,5,Brake Pads Worn,0,19,2018-07-19,1,45.7555,2,2018-07-19,10935.41191
22042,Ford,Fiesta,29_13,2018,7,Silver,2006,Hatchback,68000,1.6L,Manual,Petrol,2495,5,3,Warning Light,0,28,2018-07-28,1,204.95,9,2018-07-30,2367.589843
1564,Citroen,C4,18_12,2018,7,White,2013,Hatchback,73000,1.6L,Manual,Diesel,4950,5,5,Electrical Issue,2,11,2018-07-11,2,29.9,1,2018-07-11,4707.309661
6649,Ford,Focus,29_14,2018,7,Green,2003,Hatchback,137000,1.8L,Manual,Petrol,450,5,5,Transmission Issue,3,4,2018-07-04,1,164.05,8,2018-07-06,432.9814397
